ID,Name,Proponent,Project Type,AFOLU Activities,Methodology,Status,Country/Area,Estimated Annual Emission Reductions,Region,Project Registration Date,Crediting Period Start Date,Crediting Period End Date
2523,Installation of high efficiency wood burning cookstoves in Vietnam,Multiple Proponents,Energy demand,,VMR0006,Registered,Viet Nam,590000,Asia,2023-01-19,2021-11-04,2031-11-03
2520,Nanjing Landsea Green Center Building Energy Efficiency Project,Nanjing Langtong Commercial Real Estate Operation Management Co. Ltd.,Energy demand; Energy industries (renewable/non-renewable sources),,AMS-II.E.,Registered,China,1442,Asia,2022-03-25,2022-06-01,2032-05-31
2518,"Carbon sequestration in mangroves of the south – central coastal zone of the state of Sinaloa, México",ALLCOT AG,Agriculture Forestry and Other Land Use,REDD,VM0007,Under development,Mexico,3123836,Latin America,,2021-06-01,2051-05-31
2517,EV Charging Infrastructure Project by EnKing International,EKI Energy Services Limited,Energy industries (renewable/non-renewable sources); Transport,,VM0038,Under development,India,20174,Asia,,2019-08-01,2026-07-31
2512,"AFFORESTATION OF DEGRADED GRASSLANDS IN VICHADA, COLOMBIA",Forest First Colombia SAS,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registered,Colombia,139489,Latin America,2022-05-25,2016-09-15,2046-09-14
2514,PADAS Energy Biogas Plant,Multiple Proponents,Waste handling and disposal,,AM0073,Registered,Turkey,247871,Middle East,2022-04-13,2019-10-18,2026-10-17
2515,Sustainable Agricultural Land Management Grouped Project in India,EKI Energy Services Limited,Agriculture Forestry and Other Land Use,ALM,VM0017,Under development,India,4099,Asia,,2018-11-04,2038-11-03
2516,Lianyuan LFG Power Generation Project,"Lianyuan Xinzhongshui Environmental Protection Technology Co., Ltd.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-I.D.; AMS-III.G.,Registered,China,40563,Asia,2022-03-04,2021-01-01,2030-12-31
2511,Joburg Landfill Gas to Energy Project. - CER Conversion,Converted from other GHG program,Waste handling and disposal,,ACM0001,Units Transferred from Approved GHG Program,South Africa,480155,Africa,,2019-11-12,2026-11-11
2510,"CHINKO CONSERVATION AREA REDD+ PROJECT, CENTRAL AFRICAN REPUBLIC",African Parks RCA,Agriculture Forestry and Other Land Use,REDD,VM0009,Registration and verification approval requested,Central African Republic,1248867,Africa,,2016-09-15,2044-09-14
2509,A-Gas SA ODS Project,A-Gas South Africa,Chemical industry,,VM0016,Under development,South Africa,200000,Africa,,2021-05-01,2031-04-30
2504,Adjusted Water Management in Rice Cultivation in Xuanzhou District,"Hefei Luyu Agricultural Technology Co., Ltd",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,On Hold,China,58064,Asia,2021-12-23,2018-02-25,2025-02-24
2505,Fuel Efficient Cooking in South Africa,TASC Ltd.,Energy demand,,VMR0006,Registered,South Africa,103847,Africa,2022-03-09,2021-08-20,2031-08-19
2506,Adjusted Water Management in Rice Cultivation In Northern Lujiang County,"Hefei Luyu Agricultural Technology Co., Ltd",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,On Hold,China,59282,Asia,2021-09-14,2018-03-20,2025-03-19
2507,Adjusted Water Management in Rice Cultivation In Southern Lujiang County,"Hefei Luyu Agricultural Technology Co., Ltd",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,On Hold,China,59043,Asia,2021-09-14,2018-03-14,2025-03-13
2508,UNITOR REDD+ PROJECT,Multiple Proponents,Agriculture Forestry and Other Land Use,REDD,VM0015,Registered,Brazil,522923,Latin America,2022-05-05,2018-04-26,2048-04-25
2503,Liling LFG Power Generation Project,"Zhuzhou Xinzhongshui Environmental Protection Technology Co., Ltd.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Registered,China,96472,Asia,2021-10-29,2020-10-12,2030-10-11
2502,TAHUAMANU AMAZON REDD PROJECT,MADERERA RIO ACRE SAC,Agriculture Forestry and Other Land Use,REDD,VM0006,Registered,Peru,1575108,Latin America,2022-11-14,2017-04-19,2047-04-18
2501,Durban Landfill-Gas Bisasar Road. - CER Conversion,Converted from other GHG program,Energy industries (renewable/non-renewable sources),,AM0010,Units Transferred from Approved GHG Program,South Africa,342705,Africa,,,
2500,BONOS DEL JAGUAR AZUL,Ban.CO2 de Carbono Mestizo,Agriculture Forestry and Other Land Use,ARR; WRC,VM0033,Under development,Mexico,48518,Latin America,,2016-07-16,2046-07-15
2499,Guangzhou Huadu Shiling LFG Power Generation Project,"Guangzhou Zhongshui Recycling Environmental Protection Technology Co., Ltd.",Waste handling and disposal,,ACM0001,Registered,China,143339,Asia,2021-08-06,2020-01-09,2030-01-08
2498,Afforestation of degraded grasslands in Caazapa and Guairá,Miller Forest Investment AG,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registered,Paraguay,204819,Latin America,2022-01-14,2016-01-13,2046-01-12
2496,IMPACT REFORESTATION IN THE CHACO PROJECT,Investancia Paraguay S.A.,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registration requested,Paraguay,254,Latin America,,2022-01-01,2051-12-31
2497,"TIST Program in Uganda, VCS-CCB 011",Clean Air Action Corporation,Agriculture Forestry and Other Land Use,ARR; REDD,AR-ACM0003,Registration and verification approval requested,Uganda,121978,Africa,,2003-12-16,2063-12-15
2495,Upstream Emission Reductions Through Beneficial Use of Waste Flare Gas Energy at Garnes & Gliko Project,"Crusoe Energy Systems, Inc.",Energy industries (renewable/non-renewable sources); Manufacturing industries,,AMS-III.Q,Under validation,United States,8333,North America,,,
2489,Viet Nam Improved Cookstove Project by KCM – Improved Cookstove Project in Hoa Binh Province – CPA 002,Korea Carbon Management Ltd,Energy demand,,AMS-II.G.,Registered,Viet Nam,37643,Asia,2022-10-03,2019-06-27,2029-06-26
2490,Viet Nam Improved Cookstove Project by KCM – Improved Cookstove Project in Phu Tho Province – CPA 003,Korea Carbon Management Ltd,Energy demand,,AMS-II.G.,Registered,Viet Nam,46339,Asia,2022-11-22,2019-06-27,2029-06-26
2491,Viet Nam Improved Cookstove Project by KCM – Improved Cookstove Project in Phu Tho Province – CPA 004,Korea Carbon Management Ltd,Energy demand,,AMS-II.G.,Registered,Viet Nam,45952,Asia,2023-01-17,2019-06-28,2029-06-27
2492,Viet Nam Improved Cookstove Project by KCM – Improved Cookstove Project in Thai Nguyen Province – CPA 005,Korea Carbon Management Ltd,Energy demand,,AMS-II.G.,Registered,Viet Nam,45650,Asia,2023-01-09,2019-06-21,2029-06-20
2493,Viet Nam Improved Cookstove Project by KCM – Improved Cookstove Project in Thai Nguyen Province – CPA 006,Korea Carbon Management Ltd,Energy demand,,AMS-II.G.,Registered,Viet Nam,44314,Asia,2023-01-09,2019-06-28,2029-06-27
2486,Hydrogen based steam generation at New Johnsonville,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-III.B.,Under development,United States,20108,North America,,,
2487,Viet Nam Improved Cookstove Project by KCM – Improved Cookstove Project in Hoa Binh Province – CPA 001,Korea Carbon Management Ltd,Energy demand,,AMS-II.G.,Registered,Viet Nam,44888,Asia,2022-08-04,2019-04-26,2029-04-25
2485,Agri-SMART: Sustaining a resilient and inclusive development in Zambezia,Carbon Sink Group s.r.l.,Agriculture Forestry and Other Land Use,ALM,VM0017,Registered,Mozambique,163,Africa,2023-06-12,2020-12-10,2040-12-09
2484,WM ENERGY BIOGAS PLANT,Multiple Proponents,"Energy industries (renewable/non-renewable sources); Livestock, enteric fermentation, and manure management; Waste handling and disposal",,AM0073,Under development,Turkey,91672,Middle East,,,
2483,PNG Communities BEST REDD - Tavolo Project,FORCERT Limited,Agriculture Forestry and Other Land Use,REDD,VM0007,Registration and verification approval requested,Papua New Guinea,168438,Oceania,,2019-01-23,2049-01-22
2479,Mahogany Plantation in India,Mahogani Vishwa Agro Pvt Ltd,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registration and verification approval requested,India,8446,Asia,,2019-06-28,2049-06-27
2481,Generation Forest Group Project,Fundacion Bosque De Generaciones,Agriculture Forestry and Other Land Use,ARR,ACM0003,Registered,Panama,27000,Latin America,2022-03-17,2016-08-15,2116-08-14
2482,Boa Fé REDD Project,Multiple Proponents,Agriculture Forestry and Other Land Use,REDD,VM0015,Registration and verification approval requested,Brazil,1295172,Latin America,,2020-01-01,2029-12-31
2478,Reducing Gas Leakages within the Titas Gas Distribution Network in Bangladesh - CER Conversion,Converted from other GHG program,"Fugitive emissions from fuels (solid, oil and gas)",,AM0023,Units Transferred from Approved GHG Program,Bangladesh,3481722,,,2017-01-29,2027-01-28
2476,Huaining Adjusted Water Management in Rice Cultivation,"Hefei Luyu Agricultural Technology Co., Ltd",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,On Hold,China,58041,Asia,2021-09-14,2018-03-02,2025-03-01
2477,Wanfan Adjusted Water Management in Rice Cultivation,"Hefei Luyu Agricultural Technology Co., Ltd",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,On Hold,China,59986,Asia,2021-09-14,2018-03-03,2025-03-02
2474,Fujian Shunchang IFM (conversion of logged to protected forest) Project,Fujian Shunchang State-owned Forest Farm,Agriculture Forestry and Other Land Use,IFM,VM0010,Registration requested,China,23176,Asia,,2017-01-01,2046-12-31
2473,Installation of High Efficient Cook Stoves by Enking International,EKI Energy Services Limited,Energy demand,,VMR0006,Registered,India,86825,Asia,2022-06-09,2019-10-16,2026-10-15
2471,Agroforestry and reforestation with small-scale farmers in Uganda,The PURE PROJECT SAS,Agriculture Forestry and Other Land Use,ARR,AR-AMS0007,Registered,Uganda,1214,Africa,2023-07-26,2016-04-13,2051-04-12
2470,"Development of Programmatic CDM Project for SWH installation under MNRE, UNDP/GEF Global Solar Water Heating Market Transformation and Strengthening Initiatives: India Country Programme – CPA 0001",G K Energy Marketers Pvt. Ltd,Energy industries (renewable/non-renewable sources),,AMS.I.J1; AMS-I.L.,Under development,India,8832,Asia,,,
2469,Afforestation and restoration of degraded forests in Eastern Paraguay or Forestal Azul Carbon Project,Forestal Azul S.A.,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registered,Paraguay,14248,Latin America,2023-03-15,2018-06-01,2028-05-31
2468,Gaizhou Landfill Gas Power Generation Project,"Gaizhou Xinzhongshui Environmental Protection Technology Co., Ltd.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Registered,China,135979,Asia,2021-07-23,2021-01-05,2031-01-04
2467,Bayburt Landfill Gas to Energy Project,BK Alternatif Enerji Anonim Sirketi,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-III.G.,Inactive,Turkey,15153,Europe,,2020-01-10,2027-01-09
2466,"BUNDLED WIND POWER PROJECT IN TAMILNADU, INDIA CO-ORDINATED BY THE TAMILNADU SPINNING MILLS ASSOCIATION (TASMA.)",TAMILNADU SPINNING MILLS ASSOCIATION (TASMA),Energy industries (renewable/non-renewable sources),,ACM0002,Rejected by Administrator,India,801520,Asia,,,
2465,Avoided Conversion Cerrado,ERA Assessoria e Projetos Ambientais e Agricolas Ltd.,Agriculture Forestry and Other Land Use,ACoGS,VM0009,Registered,Brazil,100000,Latin America,2022-12-19,2017-02-02,2027-02-01
2464,Nanning Landfill Gas Power Generation Project,"Guangxi Ruirong Energy Technology Co., Ltd.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Registered,China,231811,Asia,2021-06-24,2020-04-03,2030-04-02
2463,Fuel Efficient Stoves in Zambia CPA 3. - CER Conversion,Credits transferred from approved GHG program,Energy demand,,AMS-II.G.,Units Transferred from Approved GHG Program,Zambia,40864,Africa,,,
2461,Convergence Energy Services Ltd. (CESL) EV Charging Infrastructure Project,Convergence Energy Services Limited,Energy distribution; Energy industries (renewable/non-renewable sources); Transport,,VM0038,Registration requested,India,12334,Asia,,2019-04-12,2029-04-11
2460,GZL ENERGY BIOGAS PLANT,Multiple Proponents,"Energy industries (renewable/non-renewable sources); Livestock, enteric fermentation, and manure management; Waste handling and disposal",,AMS-I.D.; AMS-III.D.,Registered,Turkey,52348,Middle East,2021-08-02,2019-06-30,2029-06-29
2459,NAYA REDD+,Multiple Proponents,Agriculture Forestry and Other Land Use,REDD; WRC,VM0007,Registration and verification approval requested,Colombia,350000,Latin America,,2015-11-26,2035-11-25
2458,Guoluo Grassland Sustainable Management Project,"Qinghai Guanglv Landscaping Co., Ltd.",Agriculture Forestry and Other Land Use,ARR,VM0026,Registered,China,456953,Asia,2021-12-18,2016-06-20,2056-06-19
2455,Haicheng Landfill Gas Power Generation Project,"Haicheng Xinzhongshui Environmental Protection Technology Co., Ltd",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Registered,China,81914,Asia,2021-08-05,2019-09-09,2029-09-08
2457,BYZ GLOBAL ENERGY BIOGAS PLANT,Multiple Proponents,"Energy industries (renewable/non-renewable sources); Livestock, enteric fermentation, and manure management; Waste handling and disposal",,AMS-I.D.; AMS-III.D.,Registered,Turkey,50576,Middle East,2021-12-27,2019-07-30,2029-07-29
2452,Laizhou Landfill Gas Power Generation Project,"Laizhou Xinzhongshui Environmental Protection Technology Co., Ltd.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Registered,China,78184,Asia,2021-06-24,2019-05-18,2029-05-17
2450,Starsight Energy - Rooftop Solar PV and Efficient Air Conditioners,Starsight Power Utility Limited,Energy demand; Energy industries (renewable/non-renewable sources),,AMS-II.E.,Registered,Nigeria,16457,Africa,2021-09-29,2019-07-03,2026-07-02
2451,Shanxi Loufan Afforestation Project,Loufan County Forestry Workstation,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registered,China,163968,Asia,2021-12-01,2016-09-30,2076-09-29
2449,Tradewater International Dominican Republic,Tradewater International SRL,Fugitive emissions from production and consumption of halocarbons and sulphur hexafluoride,,VM0016,Registered,Dominican Republic,4000,Latin America,2021-06-18,2021-02-19,2031-02-18
2440,Distribution of Improved cook stove - Phase 20,G K Energy Marketers Pvt. Ltd,Energy demand,,AMS-II.G.,Registered,India,12855,Asia,2022-12-08,,
2441,Distribution of Improved cook stove - Phase 22,G K Energy Marketers Pvt. Ltd,Energy demand,,AMS-II.G.,Registration and verification approval requested,India,12766,Asia,,,
2442,Distribution of Improved cook stove - Phase 24,G K Energy Marketers Pvt. Ltd,Energy demand,,AMS-II.G.,Registered,India,12675,Asia,2022-12-09,,
2443,Distribution of Improved cook stove - Phase 25,G K Energy Marketers Pvt. Ltd,Energy demand,,AMS-II.G.,Registered,India,12810,Asia,2022-11-07,,
2444,Distribution of Improved cook stove - Phase 17,G K Energy Marketers Pvt. Ltd,Energy demand,,AMS-II.G.,Registered,India,12945,Asia,2022-12-07,,
2445,Bundled Solar Water Heater Project,G K Energy Marketers Pvt. Ltd,Energy industries (renewable/non-renewable sources),,AMS-I.C.,Under development,India,22746,Asia,,,
2446,Distribution of Improved cook stove - Phase 23,G K Energy Marketers Pvt. Ltd,Energy demand,,AMS-II.G.,Registered,India,12945,Asia,2022-12-07,,
2447,Distribution of Improved cook stove - Phase 21,G K Energy Marketers Pvt. Ltd,Energy demand,,AMS-II.G.,Registered,India,13035,Asia,2022-12-04,,
2448,Distribution of Improved cook stove - Phase 19,G K Energy Marketers Pvt. Ltd,Energy demand,,AMS-II.G.,Registered,India,12900,Asia,2023-02-06,,
2439,Distribution of Improved cook stove - Phase 18,G K Energy Marketers Pvt. Ltd,Energy demand,,AMS-II.G.,Registered,India,12945,Asia,2023-01-03,,
2438,Distribution of Improved cook stove - Phase 10,G K Energy Marketers Pvt. Ltd,Energy demand,,AMS-II.G.,Registered,India,12619,Asia,2022-09-30,,
2435,Distribution of Improved cook stove - Phase 7,G K Energy Marketers Pvt. Ltd,Energy demand,,AMS-II.G.,Registered,India,12999,Asia,2023-06-14,,
2437,Distribution of Improved cook stove - Phase 9,G K Energy Marketers Pvt. Ltd,Energy demand,,AMS-II.G.,Registered,India,13196,Asia,2022-12-04,,
2436,Distribution of Improved cook stove - Phase 8,G K Energy Marketers Pvt. Ltd,Energy demand,,AMS-II.G.,Registered,India,12627,Asia,2022-10-06,,
2434,Off grid Solar PV project at IAMGOLD Essakane SA Gold Mine,Essakane Solar S.A.S.,Energy industries (renewable/non-renewable sources),,AMS-I.A.,Registered,Burkina Faso,19904,Africa,2021-12-07,2018-06-01,2025-05-31
2433,Use of waste gas at Namakwa Sands in South Africa - CER Conversion,Converted from other GHG program,Energy industries (renewable/non-renewable sources),,ACM0012,Units Transferred from Approved GHG Program,South Africa,84432,Africa,,2013-12-31,2023-12-30
2425,Distribution of Improved cook stove - Phase IV,G K Energy Marketers Pvt. Ltd,Energy demand,,AMS-II.G.,Registered,India,12909,Asia,2022-09-30,,
2421,Bundled Fly Ash Bricks Manufacturing Project,G K Energy Marketers Pvt. Ltd,Manufacturing industries,,AMS-III.Z,Under development,India,39224,Asia,,,
